panel,location,lon,lat,value
d_t2,grid_23.80_112.00,112.0,23.8,27.738
d_t2,grid_23.80_112.20,112.2,23.8,28.338
d_t2,grid_23.80_112.40,112.4,23.8,28.233
d_t2,grid_23.80_112.60,112.6,23.8,26.879
d_t2,grid_23.80_112.80,112.8,23.8,26.321
d_t2,grid_23.80_113.00,113.0,23.8,25.613
d_t2,grid_23.80_113.20,113.2,23.8,28.217
d_t2,grid_23.80_113.40,113.4,23.8,28.454
d_t2,grid_23.80_113.60,113.6,23.8,27.75
d_t2,grid_23.80_113.80,113.8,23.8,26.379
d_t2,grid_23.80_114.00,114.0,23.8,26.367
d_t2,grid_23.80_114.20,114.2,23.8,26.463
d_t2,grid_23.80_114.40,114.4,23.8,27.742
d_t2,grid_23.80_114.60,114.6,23.8,28.108
d_t2,grid_23.80_114.80,114.8,23.8,27.6
d_t2,grid_23.80_115.00,115.0,23.8,25.975
d_t2,grid_23.80_115.20,115.2,23.8,25.804
d_t2,grid_23.80_115.40,115.4,23.8,25.613
d_t2,grid_23.80_115.60,115.6,23.8,27.071
d_t2,grid_24.00_112.00,112.0,24.0,29.233
d_t2,grid_24.00_112.20,112.2,24.0,28.746
d_t2,grid_24.00_112.40,112.4,24.0,28.042
d_t2,grid_24.00_112.60,112.6,24.0,26.117
d_t2,grid_24.00_112.80,112.8,24.0,28.129
d_t2,grid_24.00_113.00,113.0,24.0,27.442
d_t2,grid_24.00_113.20,113.2,24.0,26.287
d_t2,grid_24.00_113.40,113.4,24.0,28.954
d_t2,grid_24.00_113.60,113.6,24.0,28.6
d_t2,grid_24.00_113.80,113.8,24.0,27.787
d_t2,grid_24.00_114.00,114.0,24.0,24.067
d_t2,grid_24.00_114.20,114.2,24.0,26.258
d_t2,grid_24.00_114.40,114.4,24.0,27.262
d_t2,grid_24.00_114.60,114.6,24.0,27.304
d_t2,grid_24.00_114.80,114.8,24.0,27.821
d_t2,grid_24.00_115.00,115.0,24.0,26.933
d_t2,grid_24.00_115.20,115.2,24.0,27.321
d_t2,grid_24.00_115.40,115.4,24.0,26.6
d_t2,grid_24.00_115.60,115.6,24.0,27.463
e_pblh,grid_21.80_112.00,112.0,21.8,506.25
e_pblh,grid_21.80_112.20,112.2,21.8,473.333
e_pblh,grid_21.80_112.40,112.4,21.8,439.583
e_pblh,grid_21.80_112.60,112.6,21.8,442.292
e_pblh,grid_21.80_112.80,112.8,21.8,428.958
e_pblh,grid_21.80_113.00,113.0,21.8,458.958
e_pblh,grid_21.80_113.20,113.2,21.8,581.042
e_pblh,grid_21.80_113.40,113.4,21.8,609.167
e_pblh,grid_21.80_113.60,113.6,21.8,676.458
e_pblh,grid_21.80_113.80,113.8,21.8,854.167
e_pblh,grid_21.80_114.00,114.0,21.8,913.75
e_pblh,grid_21.80_114.20,114.2,21.8,955.833
e_pblh,grid_21.80_114.40,114.4,21.8,960.417
e_pblh,grid_21.80_114.60,114.6,21.8,949.375
e_pblh,grid_21.80_114.80,114.8,21.8,952.917
e_pblh,grid_21.80_115.00,115.0,21.8,942.5
e_pblh,grid_21.80_115.20,115.2,21.8,940.0
e_pblh,grid_21.80_115.40,115.4,21.8,903.333
e_pblh,grid_21.80_115.60,115.6,21.8,901.875
e_pblh,grid_22.00_112.00,112.0,22.0,428.542
e_pblh,grid_22.00_112.20,112.2,22.0,464.583
e_pblh,grid_22.00_112.40,112.4,22.0,434.792
e_pblh,grid_22.00_112.60,112.6,22.0,430.208
e_pblh,grid_22.00_112.80,112.8,22.0,393.542
e_pblh,grid_22.00_113.00,113.0,22.0,457.5
e_pblh,grid_22.00_113.20,113.2,22.0,454.583
e_pblh,grid_22.00_113.40,113.4,22.0,425.625
e_pblh,grid_22.00_113.60,113.6,22.0,607.292
e_pblh,grid_22.00_113.80,113.8,22.0,663.958
e_pblh,grid_22.00_114.00,114.0,22.0,797.083
e_pblh,grid_22.00_114.20,114.2,22.0,840.625
e_pblh,grid_22.00_114.40,114.4,22.0,912.083
e_pblh,grid_22.00_114.60,114.6,22.0,946.667
e_pblh,grid_22.00_114.80,114.8,22.0,955.625
e_pblh,grid_22.00_115.00,115.0,22.0,948.958
e_pblh,grid_22.00_115.20,115.2,22.0,943.75
e_pblh,grid_22.00_115.40,115.4,22.0,929.167
e_pblh,grid_22.00_115.60,115.6,22.0,902.917
e_pblh,grid_22.20_112.00,112.0,22.2,413.333
e_pblh,grid_22.20_112.20,112.2,22.2,437.5
e_pblh,grid_22.20_112.40,112.4,22.2,425.833
e_pblh,grid_22.20_112.60,112.6,22.2,411.042
e_pblh,grid_22.20_112.80,112.8,22.2,447.917
e_pblh,grid_22.20_113.00,113.0,22.2,365.625
e_pblh,grid_22.20_113.20,113.2,22.2,444.375
e_pblh,grid_22.20_113.40,113.4,22.2,412.292
e_pblh,grid_22.20_113.60,113.6,22.2,412.292
e_pblh,grid_22.20_113.80,113.8,22.2,471.042
e_pblh,grid_22.20_114.00,114.0,22.2,471.042
e_pblh,grid_22.20_114.20,114.2,22.2,794.375
e_pblh,grid_22.20_114.40,114.4,22.2,803.75
e_pblh,grid_22.20_114.60,114.6,22.2,892.5
e_pblh,grid_22.20_114.80,114.8,22.2,906.25
e_pblh,grid_22.20_115.00,115.0,22.2,923.333
e_pblh,grid_22.20_115.20,115.2,22.2,940.208
e_pblh,grid_22.20_115.40,115.4,22.2,928.125
e_pblh,grid_22.20_115.60,115.6,22.2,901.042
e_pblh,grid_22.40_112.00,112.0,22.4,415.208
e_pblh,grid_22.40_112.20,112.2,22.4,367.708
e_pblh,grid_22.40_112.40,112.4,22.4,423.958
e_pblh,grid_22.40_112.60,112.6,22.4,412.292
e_pblh,grid_22.40_112.80,112.8,22.4,419.792
e_pblh,grid_22.40_113.00,113.0,22.4,433.958
e_pblh,grid_22.40_113.20,113.2,22.4,426.875
e_pblh,grid_22.40_113.40,113.4,22.4,406.667
e_pblh,grid_22.40_113.60,113.6,22.4,382.083
e_pblh,grid_22.40_113.80,113.8,22.4,448.75
e_pblh,grid_22.40_114.00,114.0,22.4,392.083
e_pblh,grid_22.40_114.20,114.2,22.4,415.0
e_pblh,grid_22.40_114.40,114.4,22.4,307.708
e_pblh,grid_22.40_114.60,114.6,22.4,679.375
e_pblh,grid_22.40_114.80,114.8,22.4,764.792
e_pblh,grid_22.40_115.00,115.0,22.4,787.917
e_pblh,grid_22.40_115.20,115.2,22.4,838.125
e_pblh,grid_22.40_115.40,115.4,22.4,863.125
e_pblh,grid_22.40_115.60,115.6,22.4,862.5
e_pblh,grid_22.60_112.00,112.0,22.6,458.333
e_pblh,grid_22.60_112.20,112.2,22.6,394.583
e_pblh,grid_22.60_112.40,112.4,22.6,405.833
e_pblh,grid_22.60_112.60,112.6,22.6,413.958
e_pblh,grid_22.60_112.80,112.8,22.6,406.667
e_pblh,grid_22.60_113.00,113.0,22.6,454.792
e_pblh,grid_22.60_113.20,113.2,22.6,435.625
e_pblh,grid_22.60_113.40,113.4,22.6,454.792
e_pblh,grid_22.60_113.60,113.6,22.6,384.167
e_pblh,grid_22.60_113.80,113.8,22.6,367.083
e_pblh,grid_22.60_114.00,114.0,22.6,367.083
e_pblh,grid_22.60_114.20,114.2,22.6,354.375
e_pblh,grid_22.60_114.40,114.4,22.6,285.625
e_pblh,grid_22.60_114.60,114.6,22.6,439.583
e_pblh,grid_22.60_114.80,114.8,22.6,452.917
e_pblh,grid_22.60_115.00,115.0,22.6,540.0
e_pblh,grid_22.60_115.20,115.2,22.6,677.292
e_pblh,grid_22.60_115.40,115.4,22.6,748.333
e_pblh,grid_22.60_115.60,115.6,22.6,782.708
e_pblh,grid_22.80_112.00,112.0,22.8,436.875
e_pblh,grid_22.80_112.20,112.2,22.8,393.958
e_pblh,grid_22.80_112.40,112.4,22.8,396.458
e_pblh,grid_22.80_112.60,112.6,22.8,413.958
e_pblh,grid_22.80_112.80,112.8,22.8,412.708
e_pblh,grid_22.80_113.00,113.0,22.8,410.833
e_pblh,grid_22.80_113.20,113.2,22.8,423.125
e_pblh,grid_22.80_113.40,113.4,22.8,410.417
e_pblh,grid_22.80_113.60,113.6,22.8,392.708
e_pblh,grid_22.80_113.80,113.8,22.8,395.0
e_pblh,grid_22.80_114.00,114.0,22.8,353.958
e_pblh,grid_22.80_114.20,114.2,22.8,348.542
e_pblh,grid_22.80_114.40,114.4,22.8,316.25
e_pblh,grid_22.80_114.60,114.6,22.8,287.708
e_pblh,grid_22.80_114.80,114.8,22.8,337.917
e_pblh,grid_22.80_115.00,115.0,22.8,390.417
e_pblh,grid_22.80_115.20,115.2,22.8,430.0
e_pblh,grid_22.80_115.40,115.4,22.8,524.583
e_pblh,grid_22.80_115.60,115.6,22.8,648.958
e_pblh,grid_23.00_112.00,112.0,23.0,392.708
e_pblh,grid_23.00_112.20,112.2,23.0,404.375
e_pblh,grid_23.00_112.40,112.4,23.0,448.542
e_pblh,grid_23.00_112.60,112.6,23.0,474.375
e_pblh,grid_23.00_112.80,112.8,23.0,428.958
e_pblh,grid_23.00_113.00,113.0,23.0,403.958
e_pblh,grid_23.00_113.20,113.2,23.0,383.125
e_pblh,grid_23.00_113.40,113.4,23.0,407.5
e_pblh,grid_23.00_113.60,113.6,23.0,407.708
e_pblh,grid_23.00_113.80,113.8,23.0,392.5
e_pblh,grid_23.00_114.00,114.0,23.0,405.417
e_pblh,grid_23.00_114.20,114.2,23.0,377.083
e_pblh,grid_23.00_114.40,114.4,23.0,338.958
e_pblh,grid_23.00_114.60,114.6,23.0,360.833
e_pblh,grid_23.00_114.80,114.8,23.0,368.542
e_pblh,grid_23.00_115.00,115.0,23.0,301.25
e_pblh,grid_23.00_115.20,115.2,23.0,403.333
e_pblh,grid_23.00_115.40,115.4,23.0,382.292
e_pblh,grid_23.00_115.60,115.6,23.0,398.542
e_pblh,grid_23.20_112.00,112.0,23.2,370.833
e_pblh,grid_23.20_112.20,112.2,23.2,400.625
e_pblh,grid_23.20_112.40,112.4,23.2,439.583
e_pblh,grid_23.20_112.60,112.6,23.2,465.0
e_pblh,grid_23.20_112.80,112.8,23.2,377.917
e_pblh,grid_23.20_113.00,113.0,23.2,406.458
e_pblh,grid_23.20_113.20,113.2,23.2,448.75
e_pblh,grid_23.20_113.40,113.4,23.2,366.042
e_pblh,grid_23.20_113.60,113.6,23.2,366.458
e_pblh,grid_23.20_113.80,113.8,23.2,442.708
e_pblh,grid_23.20_114.00,114.0,23.2,413.958
e_pblh,grid_23.20_114.20,114.2,23.2,389.583
e_pblh,grid_23.20_114.40,114.4,23.2,318.333
e_pblh,grid_23.20_114.60,114.6,23.2,360.0
e_pblh,grid_23.20_114.80,114.8,23.2,311.667
e_pblh,grid_23.20_115.00,115.0,23.2,288.333
e_pblh,grid_23.20_115.20,115.2,23.2,320.833
e_pblh,grid_23.20_115.40,115.4,23.2,371.042
e_pblh,grid_23.20_115.60,115.6,23.2,403.75
e_pblh,grid_23.40_112.00,112.0,23.4,397.5
e_pblh,grid_23.40_112.20,112.2,23.4,360.208
e_pblh,grid_23.40_112.40,112.4,23.4,368.125
e_pblh,grid_23.40_112.60,112.6,23.4,376.25
e_pblh,grid_23.40_112.80,112.8,23.4,412.917
e_pblh,grid_23.40_113.00,113.0,23.4,414.583
e_pblh,grid_23.40_113.20,113.2,23.4,444.583
e_pblh,grid_23.40_113.40,113.4,23.4,410.0
e_pblh,grid_23.40_113.60,113.6,23.4,353.75
e_pblh,grid_23.40_113.80,113.8,23.4,447.5
e_pblh,grid_23.40_114.00,114.0,23.4,431.458
e_pblh,grid_23.40_114.20,114.2,23.4,436.458
e_pblh,grid_23.40_114.40,114.4,23.4,386.667
e_pblh,grid_23.40_114.60,114.6,23.4,379.375
e_pblh,grid_23.40_114.80,114.8,23.4,321.25
e_pblh,grid_23.40_115.00,115.0,23.4,329.792
e_pblh,grid_23.40_115.20,115.2,23.4,336.667
e_pblh,grid_23.40_115.40,115.4,23.4,316.25
e_pblh,grid_23.40_115.60,115.6,23.4,303.125
e_pblh,grid_23.60_112.00,112.0,23.6,401.875
e_pblh,grid_23.60_112.20,112.2,23.6,373.958
e_pblh,grid_23.60_112.40,112.4,23.6,354.375
e_pblh,grid_23.60_112.60,112.6,23.6,420.208
e_pblh,grid_23.60_112.80,112.8,23.6,463.333
e_pblh,grid_23.60_113.00,113.0,23.6,458.125
e_pblh,grid_23.60_113.20,113.2,23.6,431.042
e_pblh,grid_23.60_113.40,113.4,23.6,431.25
e_pblh,grid_23.60_113.60,113.6,23.6,390.417
e_pblh,grid_23.60_113.80,113.8,23.6,456.25
e_pblh,grid_23.60_114.00,114.0,23.6,495.208
e_pblh,grid_23.60_114.20,114.2,23.6,460.208
e_pblh,grid_23.60_114.40,114.4,23.6,416.25
e_pblh,grid_23.60_114.60,114.6,23.6,389.792
e_pblh,grid_23.60_114.80,114.8,23.6,345.208
e_pblh,grid_23.60_115.00,115.0,23.6,337.083
e_pblh,grid_23.60_115.20,115.2,23.6,316.667
e_pblh,grid_23.60_115.40,115.4,23.6,376.25
e_pblh,grid_23.60_115.60,115.6,23.6,268.333
e_pblh,grid_23.80_112.00,112.0,23.8,465.833
e_pblh,grid_23.80_112.20,112.2,23.8,439.167
e_pblh,grid_23.80_112.40,112.4,23.8,452.708
e_pblh,grid_23.80_112.60,112.6,23.8,541.042
e_pblh,grid_23.80_112.80,112.8,23.8,488.125
e_pblh,grid_23.80_113.00,113.0,23.8,486.667
e_pblh,grid_23.80_113.20,113.2,23.8,466.875
e_pblh,grid_23.80_113.40,113.4,23.8,495.833
e_pblh,grid_23.80_113.60,113.6,23.8,493.958
e_pblh,grid_23.80_113.80,113.8,23.8,441.25
e_pblh,grid_23.80_114.00,114.0,23.8,421.667
e_pblh,grid_23.80_114.20,114.2,23.8,400.833
e_pblh,grid_23.80_114.40,114.4,23.8,431.667
e_pblh,grid_23.80_114.60,114.6,23.8,411.25
e_pblh,grid_23.80_114.80,114.8,23.8,392.917
e_pblh,grid_23.80_115.00,115.0,23.8,360.833
e_pblh,grid_23.80_115.20,115.2,23.8,337.917
e_pblh,grid_23.80_115.40,115.4,23.8,358.958
e_pblh,grid_23.80_115.60,115.6,23.8,362.5
e_pblh,grid_24.00_112.00,112.0,24.0,532.708
e_pblh,grid_24.00_112.20,112.2,24.0,501.25
e_pblh,grid_24.00_112.40,112.4,24.0,540.417
e_pblh,grid_24.00_112.60,112.6,24.0,590.0
e_pblh,grid_24.00_112.80,112.8,24.0,442.917
e_pblh,grid_24.00_113.00,113.0,24.0,391.042
e_pblh,grid_24.00_113.20,113.2,24.0,470.417
e_pblh,grid_24.00_113.40,113.4,24.0,530.833
e_pblh,grid_24.00_113.60,113.6,24.0,483.75
e_pblh,grid_24.00_113.80,113.8,24.0,475.417
e_pblh,grid_24.00_114.00,114.0,24.0,467.292
e_pblh,grid_24.00_114.20,114.2,24.0,444.375
e_pblh,grid_24.00_114.40,114.4,24.0,364.375
e_pblh,grid_24.00_114.60,114.6,24.0,445.208
e_pblh,grid_24.00_114.80,114.8,24.0,425.208
e_pblh,grid_24.00_115.00,115.0,24.0,364.375
e_pblh,grid_24.00_115.20,115.2,24.0,352.083
e_pblh,grid_24.00_115.40,115.4,24.0,369.167
e_pblh,grid_24.00_115.60,115.6,24.0,333.958
f_swdown,grid_21.80_112.00,112.0,21.8,387.385
f_swdown,grid_21.80_112.20,112.2,21.8,394.231
f_swdown,grid_21.80_112.40,112.4,21.8,404.462
f_swdown,grid_21.80_112.60,112.6,21.8,438.083
f_swdown,grid_21.80_112.80,112.8,21.8,438.333
f_swdown,grid_21.80_113.00,113.0,21.8,404.0
f_swdown,grid_21.80_113.20,113.2,21.8,407.846
f_swdown,grid_21.80_113.40,113.4,21.8,416.846
f_swdown,grid_21.80_113.60,113.6,21.8,432.154
f_swdown,grid_21.80_113.80,113.8,21.8,450.0
f_swdown,grid_21.80_114.00,114.0,21.8,458.0
f_swdown,grid_21.80_114.20,114.2,21.8,467.462
f_swdown,grid_21.80_114.40,114.4,21.8,513.75
f_swdown,grid_21.80_114.60,114.6,21.8,516.417
f_swdown,grid_21.80_114.80,114.8,21.8,515.0
f_swdown,grid_21.80_115.00,115.0,21.8,513.667
f_swdown,grid_21.80_115.20,115.2,21.8,509.917
f_swdown,grid_21.80_115.40,115.4,21.8,502.917
f_swdown,grid_21.80_115.60,115.6,21.8,495.25
f_swdown,grid_22.00_112.00,112.0,22.0,401.231
f_swdown,grid_22.00_112.20,112.2,22.0,391.0
f_swdown,grid_22.00_112.40,112.4,22.0,398.692
f_swdown,grid_22.00_112.60,112.6,22.0,434.75
f_swdown,grid_22.00_112.80,112.8,22.0,438.75
f_swdown,grid_22.00_113.00,113.0,22.0,433.75
f_swdown,grid_22.00_113.20,113.2,22.0,397.769
f_swdown,grid_22.00_113.40,113.4,22.0,415.077
f_swdown,grid_22.00_113.60,113.6,22.0,429.615
f_swdown,grid_22.00_113.80,113.8,22.0,440.308
f_swdown,grid_22.00_114.00,114.0,22.0,452.154
f_swdown,grid_22.00_114.20,114.2,22.0,463.769
f_swdown,grid_22.00_114.40,114.4,22.0,505.5
f_swdown,grid_22.00_114.60,114.6,22.0,513.75
f_swdown,grid_22.00_114.80,114.8,22.0,513.833
f_swdown,grid_22.00_115.00,115.0,22.0,513.25
f_swdown,grid_22.00_115.20,115.2,22.0,513.167
f_swdown,grid_22.00_115.40,115.4,22.0,516.583
f_swdown,grid_22.00_115.60,115.6,22.0,513.417
f_swdown,grid_22.20_112.00,112.0,22.2,438.667
f_swdown,grid_22.20_112.20,112.2,22.2,394.846
f_swdown,grid_22.20_112.40,112.4,22.2,394.154
f_swdown,grid_22.20_112.60,112.6,22.2,435.917
f_swdown,grid_22.20_112.80,112.8,22.2,439.25
f_swdown,grid_22.20_113.00,113.0,22.2,401.923
f_swdown,grid_22.20_113.20,113.2,22.2,407.077
f_swdown,grid_22.20_113.40,113.4,22.2,412.923
f_swdown,grid_22.20_113.60,113.6,22.2,430.846
f_swdown,grid_22.20_113.80,113.8,22.2,437.615
f_swdown,grid_22.20_114.00,114.0,22.2,437.615
f_swdown,grid_22.20_114.20,114.2,22.2,502.0
f_swdown,grid_22.20_114.40,114.4,22.2,500.167
f_swdown,grid_22.20_114.60,114.6,22.2,505.583
f_swdown,grid_22.20_114.80,114.8,22.2,513.0
f_swdown,grid_22.20_115.00,115.0,22.2,518.25
f_swdown,grid_22.20_115.20,115.2,22.2,521.583
f_swdown,grid_22.20_115.40,115.4,22.2,521.833
f_swdown,grid_22.20_115.60,115.6,22.2,518.917
f_swdown,grid_22.40_112.00,112.0,22.4,437.333
f_swdown,grid_22.40_112.20,112.2,22.4,399.077
f_swdown,grid_22.40_112.40,112.4,22.4,404.769
f_swdown,grid_22.40_112.60,112.6,22.4,392.846
f_swdown,grid_22.40_112.80,112.8,22.4,395.308
f_swdown,grid_22.40_113.00,113.0,22.4,405.154
f_swdown,grid_22.40_113.20,113.2,22.4,410.154
f_swdown,grid_22.40_113.40,113.4,22.4,422.462
f_swdown,grid_22.40_113.60,113.6,22.4,432.308
f_swdown,grid_22.40_113.80,113.8,22.4,435.846
f_swdown,grid_22.40_114.00,114.0,22.4,445.769
f_swdown,grid_22.40_114.20,114.2,22.4,456.154
f_swdown,grid_22.40_114.40,114.4,22.4,484.833
f_swdown,grid_22.40_114.60,114.6,22.4,500.0
f_swdown,grid_22.40_114.80,114.8,22.4,513.667
f_swdown,grid_22.40_115.00,115.0,22.4,517.583
f_swdown,grid_22.40_115.20,115.2,22.4,519.667
f_swdown,grid_22.40_115.40,115.4,22.4,523.75
f_swdown,grid_22.40_115.60,115.6,22.4,525.083
f_swdown,grid_22.60_112.00,112.0,22.6,430.75
f_swdown,grid_22.60_112.20,112.2,22.6,426.667
f_swdown,grid_22.60_112.40,112.4,22.6,423.333
f_swdown,grid_22.60_112.60,112.6,22.6,402.462
f_swdown,grid_22.60_112.80,112.8,22.6,413.385
f_swdown,grid_22.60_113.00,113.0,22.6,398.923
f_swdown,grid_22.60_113.20,113.2,22.6,427.583
f_swdown,grid_22.60_113.40,113.4,22.6,446.917
f_swdown,grid_22.60_113.60,113.6,22.6,449.917
f_swdown,grid_22.60_113.80,113.8,22.6,412.923
f_swdown,grid_22.60_114.00,114.0,22.6,423.385
f_swdown,grid_22.60_114.20,114.2,22.6,428.308
f_swdown,grid_22.60_114.40,114.4,22.6,473.083
f_swdown,grid_22.60_114.60,114.6,22.6,504.583
f_swdown,grid_22.60_114.80,114.8,22.6,498.5
f_swdown,grid_22.60_115.00,115.0,22.6,501.167
f_swdown,grid_22.60_115.20,115.2,22.6,515.667
f_swdown,grid_22.60_115.40,115.4,22.6,520.0
f_swdown,grid_22.60_115.60,115.6,22.6,522.583
f_swdown,grid_22.80_112.00,112.0,22.8,445.167
f_swdown,grid_22.80_112.20,112.2,22.8,440.667
f_swdown,grid_22.80_112.40,112.4,22.8,423.0
f_swdown,grid_22.80_112.60,112.6,22.8,412.167
f_swdown,grid_22.80_112.80,112.8,22.8,398.154
f_swdown,grid_22.80_113.00,113.0,22.8,402.154
f_swdown,grid_22.80_113.20,113.2,22.8,430.833
f_swdown,grid_22.80_113.40,113.4,22.8,435.917
f_swdown,grid_22.80_113.60,113.6,22.8,431.917
f_swdown,grid_22.80_113.80,113.8,22.8,400.923
f_swdown,grid_22.80_114.00,114.0,22.8,410.077
f_swdown,grid_22.80_114.20,114.2,22.8,416.615
f_swdown,grid_22.80_114.40,114.4,22.8,452.667
f_swdown,grid_22.80_114.60,114.6,22.8,452.083
f_swdown,grid_22.80_114.80,114.8,22.8,457.417
f_swdown,grid_22.80_115.00,115.0,22.8,483.583
f_swdown,grid_22.80_115.20,115.2,22.8,495.083
f_swdown,grid_22.80_115.40,115.4,22.8,504.667
f_swdown,grid_22.80_115.60,115.6,22.8,504.667
f_swdown,grid_23.00_112.00,112.0,23.0,459.333
f_swdown,grid_23.00_112.20,112.2,23.0,460.25
f_swdown,grid_23.00_112.40,112.4,23.0,450.25
f_swdown,grid_23.00_112.60,112.6,23.0,441.0
f_swdown,grid_23.00_112.80,112.8,23.0,403.077
f_swdown,grid_23.00_113.00,113.0,23.0,404.538
f_swdown,grid_23.00_113.20,113.2,23.0,412.154
f_swdown,grid_23.00_113.40,113.4,23.0,407.0
f_swdown,grid_23.00_113.60,113.6,23.0,397.077
f_swdown,grid_23.00_113.80,113.8,23.0,405.231
f_swdown,grid_23.00_114.00,114.0,23.0,412.769
f_swdown,grid_23.00_114.20,114.2,23.0,455.417
f_swdown,grid_23.00_114.40,114.4,23.0,467.333
f_swdown,grid_23.00_114.60,114.6,23.0,458.417
f_swdown,grid_23.00_114.80,114.8,23.0,452.833
f_swdown,grid_23.00_115.00,115.0,23.0,456.25
f_swdown,grid_23.00_115.20,115.2,23.0,470.833
f_swdown,grid_23.00_115.40,115.4,23.0,484.667
f_swdown,grid_23.00_115.60,115.6,23.0,484.917
f_swdown,grid_23.20_112.00,112.0,23.2,402.0
f_swdown,grid_23.20_112.20,112.2,23.2,414.692
f_swdown,grid_23.20_112.40,112.4,23.2,454.583
f_swdown,grid_23.20_112.60,112.6,23.2,443.833
f_swdown,grid_23.20_112.80,112.8,23.2,432.5
f_swdown,grid_23.20_113.00,113.0,23.2,434.917
f_swdown,grid_23.20_113.20,113.2,23.2,438.667
f_swdown,grid_23.20_113.40,113.4,23.2,443.833
f_swdown,grid_23.20_113.60,113.6,23.2,425.385
f_swdown,grid_23.20_113.80,113.8,23.2,424.0
f_swdown,grid_23.20_114.00,114.0,23.2,449.333
f_swdown,grid_23.20_114.20,114.2,23.2,444.167
f_swdown,grid_23.20_114.40,114.4,23.2,454.0
f_swdown,grid_23.20_114.60,114.6,23.2,452.583
f_swdown,grid_23.20_114.80,114.8,23.2,457.75
f_swdown,grid_23.20_115.00,115.0,23.2,466.333
f_swdown,grid_23.20_115.20,115.2,23.2,470.0
f_swdown,grid_23.20_115.40,115.4,23.2,465.75
f_swdown,grid_23.20_115.60,115.6,23.2,484.75
f_swdown,grid_23.40_112.00,112.0,23.4,416.0
f_swdown,grid_23.40_112.20,112.2,23.4,418.615
f_swdown,grid_23.40_112.40,112.4,23.4,418.692
f_swdown,grid_23.40_112.60,112.6,23.4,452.833
f_swdown,grid_23.40_112.80,112.8,23.4,457.667
f_swdown,grid_23.40_113.00,113.0,23.4,459.833
f_swdown,grid_23.40_113.20,113.2,23.4,460.5
f_swdown,grid_23.40_113.40,113.4,23.4,472.75
f_swdown,grid_23.40_113.60,113.6,23.4,432.923
f_swdown,grid_23.40_113.80,113.8,23.4,425.077
f_swdown,grid_23.40_114.00,114.0,23.4,448.75
f_swdown,grid_23.40_114.20,114.2,23.4,442.083
f_swdown,grid_23.40_114.40,114.4,23.4,444.25
f_swdown,grid_23.40_114.60,114.6,23.4,441.75
f_swdown,grid_23.40_114.80,114.8,23.4,457.417
f_swdown,grid_23.40_115.00,115.0,23.4,460.75
f_swdown,grid_23.40_115.20,115.2,23.4,457.083
f_swdown,grid_23.40_115.40,115.4,23.4,450.333
f_swdown,grid_23.40_115.60,115.6,23.4,466.5
f_swdown,grid_23.60_112.00,112.0,23.6,432.154
f_swdown,grid_23.60_112.20,112.2,23.6,419.923
f_swdown,grid_23.60_112.40,112.4,23.6,420.538
f_swdown,grid_23.60_112.60,112.6,23.6,431.308
f_swdown,grid_23.60_112.80,112.8,23.6,479.583
f_swdown,grid_23.60_113.00,113.0,23.6,487.333
f_swdown,grid_23.60_113.20,113.2,23.6,484.0
f_swdown,grid_23.60_113.40,113.4,23.6,476.75
f_swdown,grid_23.60_113.60,113.6,23.6,435.154
f_swdown,grid_23.60_113.80,113.8,23.6,427.231
f_swdown,grid_23.60_114.00,114.0,23.6,456.333
f_swdown,grid_23.60_114.20,114.2,23.6,455.833
f_swdown,grid_23.60_114.40,114.4,23.6,458.333
f_swdown,grid_23.60_114.60,114.6,23.6,454.75
f_swdown,grid_23.60_114.80,114.8,23.6,459.167
f_swdown,grid_23.60_115.00,115.0,23.6,460.833
f_swdown,grid_23.60_115.20,115.2,23.6,446.5
f_swdown,grid_23.60_115.40,115.4,23.6,450.833
f_swdown,grid_23.60_115.60,115.6,23.6,452.917
f_swdown,grid_23.80_112.00,112.0,23.8,426.462
f_swdown,grid_23.80_112.20,112.2,23.8,429.385
f_swdown,grid_23.80_112.40,112.4,23.8,437.692
f_swdown,grid_23.80_112.60,112.6,23.8,447.385
f_swdown,grid_23.80_112.80,112.8,23.8,443.462
f_swdown,grid_23.80_113.00,113.0,23.8,439.692
f_swdown,grid_23.80_113.20,113.2,23.8,446.692
f_swdown,grid_23.80_113.40,113.4,23.8,439.615
f_swdown,grid_23.80_113.60,113.6,23.8,432.769
f_swdown,grid_23.80_113.80,113.8,23.8,433.538
f_swdown,grid_23.80_114.00,114.0,23.8,470.75
f_swdown,grid_23.80_114.20,114.2,23.8,472.917
f_swdown,grid_23.80_114.40,114.4,23.8,470.417
f_swdown,grid_23.80_114.60,114.6,23.8,461.583
f_swdown,grid_23.80_114.80,114.8,23.8,463.917
f_swdown,grid_23.80_115.00,115.0,23.8,458.583
f_swdown,grid_23.80_115.20,115.2,23.8,453.167
f_swdown,grid_23.80_115.40,115.4,23.8,461.083
f_swdown,grid_23.80_115.60,115.6,23.8,466.667
f_swdown,grid_24.00_112.00,112.0,24.0,454.385
f_swdown,grid_24.00_112.20,112.2,24.0,460.462
f_swdown,grid_24.00_112.40,112.4,24.0,461.769
f_swdown,grid_24.00_112.60,112.6,24.0,459.769
f_swdown,grid_24.00_112.80,112.8,24.0,444.0
f_swdown,grid_24.00_113.00,113.0,24.0,435.231
f_swdown,grid_24.00_113.20,113.2,24.0,442.692
f_swdown,grid_24.00_113.40,113.4,24.0,439.154
